codigo_iso3,codigo_m49,nombre_es,area_codigo,area_nombre,tipo_entidad,incluir_calculos,superficie_km2,anio_superficie,poblacion_2025,poblacion_2050,edad_mediana_2025,fuente_superficie,fuente_poblacion,estado_revision,observaciones_datos
LTU,440,Lithuania,EUR,Europa,PAIS_SOBERANO,SI,62600.0,2023.0,2830150.0,2258767.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
LUX,442,Luxembourg,EUR,Europa,PAIS_SOBERANO,SI,2574.4602,2023.0,680454.0,791461.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MAC,446,Macao,CHN,China,REGION_ESPECIAL,SEGUN_FUENTE,33.0,2023.0,722018.0,668856.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MDG,450,Madagascar,AFR,África,PAIS_SOBERANO,SI,581800.0,2023.0,32740682.0,53185473.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MWI,454,Malawi,AFR,África,PAIS_SOBERANO,SI,94280.0,2023.0,22216118.0,37361675.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MYS,458,Malaysia,APC,Asia-Pacífico,PAIS_SOBERANO,SI,328550.0,2023.0,35977834.0,44289762.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MDV,462,Maldives,SAI,Subcontinente indio,PAIS_SOBERANO,SI,298.0,2023.0,529680.0,589963.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MLI,466,Mali,AFR,África,PAIS_SOBERANO,SI,1220190.0,2023.0,25198819.0,46154082.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MLT,470,Malta,EUR,Europa,PAIS_SOBERANO,SI,320.0,2023.0,545406.0,535728.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MTQ,474,Martinique,NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,1060.0,2023.0,340451.0,282076.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MRT,478,Mauritania,AFR,África,PAIS_SOBERANO,SI,1030700.0,2023.0,5315072.0,9415604.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MUS,480,Mauritius,AFR,África,PAIS_SOBERANO,SI,1997.0,2023.0,1268285.0,1107198.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MEX,484,Mexico,NAC,Norteamérica y Caribe,PAIS_SOBERANO,SI,1943950.0,2023.0,131946897.0,148946266.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MCO,492,Monaco,EUR,Europa,PAIS_SOBERANO,SI,2.084,2023.0,38367.0,36781.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MNG,496,Mongolia,APC,Asia-Pacífico,PAIS_SOBERANO,SI,1558499.8,2023.0,3517097.0,4501492.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MDA,498,Moldavia,EUR,Europa,PAIS_SOBERANO,SI,32930.0,2023.0,2996104.0,2351806.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MNE,499,Montenegro,EUR,Europa,PAIS_SOBERANO,SI,13450.0,2023.0,632730.0,533299.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MSR,500,Montserrat,NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,100.0,2023.0,4383.0,3716.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MAR,504,Morocco,AFR,África,PAIS_SOBERANO,SI,446300.0,2023.0,38430774.0,43440432.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MOZ,508,Mozambique,AFR,África,PAIS_SOBERANO,SI,786380.0,2023.0,35631657.0,63530959.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
OMN,512,Oman,MDE,Oriente Medio,PAIS_SOBERANO,SI,309500.0,2023.0,5494696.0,7826998.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NAM,516,Namibia,AFR,África,PAIS_SOBERANO,SI,823290.0,2023.0,3092821.0,4512303.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NRU,520,Nauru,APC,Asia-Pacífico,PAIS_SOBERANO,SI,20.0,2023.0,12052.0,15779.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NPL,524,Nepal,SAI,Subcontinente indio,PAIS_SOBERANO,SI,143350.0,2023.0,29618120.0,34642021.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NLD,528,Netherlands,EUR,Europa,PAIS_SOBERANO,SI,33670.0,2023.0,18346823.0,18958470.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
CUW,531,Curaçao,NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,444.0,2023.0,185495.0,173500.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
ABW,533,Aruba,NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,180.0,2023.0,108157.0,100006.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SXM,534,Sint Maarten (Dutch part),NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,34.0,2023.0,43946.0,51040.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
BES,535,"Bonaire, Sint Eustatius and Saba",NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,322.0,2023.0,31364.0,34760.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NCL,540,New Caledonia,APC,Asia-Pacífico,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,18280.0,2023.0,295334.0,340592.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
VUT,548,Vanuatu,APC,Asia-Pacífico,PAIS_SOBERANO,SI,12190.0,2023.0,335180.0,534391.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NZL,554,New Zealand,APC,Asia-Pacífico,PAIS_SOBERANO,SI,263310.0,2023.0,5251897.0,5755279.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NIC,558,Nicaragua,NAC,Norteamérica y Caribe,PAIS_SOBERANO,SI,120340.0,2023.0,7007507.0,8756437.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NER,562,Niger,AFR,África,PAIS_SOBERANO,SI,1266700.0,2023.0,27917831.0,52513881.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NGA,566,Nigeria,AFR,África,PAIS_SOBERANO,SI,910770.0,2023.0,237527788.0,359185557.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NIU,570,Niue,APC,Asia-Pacífico,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,260.0,2023.0,1842.0,1988.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
NFK,574,Norfolk Island,APC,Asia-Pacífico,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,40.0,2023.0,,,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",REVISAR,
NOR,578,Norway,EUR,Europa,PAIS_SOBERANO,SI,364270.0,2023.0,5623074.0,5899827.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MNP,580,Northern Mariana Islands,APC,Asia-Pacífico,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,460.0,2023.0,43564.0,42785.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
FSM,583,"Micronesia, Federated States of",APC,Asia-Pacífico,PAIS_SOBERANO,SI,700.0,2023.0,113698.0,126420.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MHL,584,Marshall Islands,APC,Asia-Pacífico,PAIS_SOBERANO,SI,180.0,2023.0,36305.0,25212.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
PLW,585,Palau,APC,Asia-Pacífico,PAIS_SOBERANO,SI,460.0,2023.0,17687.0,15537.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
PAK,586,Pakistan,SAI,Subcontinente indio,PAIS_SOBERANO,SI,770880.0,2023.0,255219560.0,371863799.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
PAN,591,Panama,NAC,Norteamérica y Caribe,PAIS_SOBERANO,SI,74180.0,2023.0,4571194.0,5630682.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
PNG,598,Papua New Guinea,APC,Asia-Pacífico,PAIS_SOBERANO,SI,452860.0,2023.0,10762821.0,14906592.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
PRY,600,Paraguay,SAM,Sudamérica,PAIS_SOBERANO,SI,396012.04,2023.0,7013079.0,8640471.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
PER,604,Peru,SAM,Sudamérica,PAIS_SOBERANO,SI,1280000.0,2023.0,34576673.0,40583877.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
PHL,608,Philippines,APC,Asia-Pacífico,PAIS_SOBERANO,SI,298170.0,2023.0,116786960.0,134373432.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
PCN,612,Pitcairn,APC,Asia-Pacífico,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,47.0,2023.0,,,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",REVISAR,
POL,616,Poland,EUR,Europa,PAIS_SOBERANO,SI,306270.0,2023.0,38140913.0,32814092.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
PRT,620,Portugal,EUR,Europa,PAIS_SOBERANO,SI,91605.6,2023.0,10411831.0,9770270.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
GNB,624,Guinea-Bissau,AFR,África,PAIS_SOBERANO,SI,28120.0,2023.0,2249521.0,3438608.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TLS,626,Timor Oriental,APC,Asia-Pacífico,PAIS_SOBERANO,SI,14870.0,2023.0,1418520.0,1889248.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
PRI,630,Puerto Rico,NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,8870.0,2023.0,3235290.0,2503988.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
QAT,634,Qatar,MDE,Oriente Medio,PAIS_SOBERANO,SI,11490.0,2023.0,3115891.0,4164465.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
REU,638,Réunion,AFR,África,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,2510.0,2023.0,882411.0,941421.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
ROU,642,Romania,EUR,Europa,PAIS_SOBERANO,SI,230080.0,2023.0,18908655.0,16027269.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
RUS,643,Rusia,RUE,Rusia y Eurasia postsoviética,PAIS_SOBERANO,SI,16376870.0,2023.0,143997393.0,136132783.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
RWA,646,Rwanda,AFR,África,PAIS_SOBERANO,SI,24670.0,2023.0,14569349.0,22707905.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
BLM,652,Saint Barthélemy,NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,20.0,2023.0,11442.0,12810.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SHN,654,"Saint Helena, Ascension and Tristan da Cunha",AFR,África,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,390.0,2023.0,5220.0,3992.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
KNA,659,Saint Kitts and Nevis,NAC,Norteamérica y Caribe,PAIS_SOBERANO,SI,260.0,2023.0,46945.0,44274.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
AIA,660,Anguilla,NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,90.0,2023.0,14750.0,14572.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
LCA,662,Saint Lucia,NAC,Norteamérica y Caribe,PAIS_SOBERANO,SI,610.0,2023.0,180157.0,172086.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MAF,663,Saint Martin (French part),NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,50.0,2023.0,24964.0,18821.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SPM,666,Saint Pierre and Miquelon,NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,230.0,2023.0,5594.0,4284.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
VCT,670,Saint Vincent and the Grenadines,NAC,Norteamérica y Caribe,PAIS_SOBERANO,SI,390.0,2023.0,99934.0,88949.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SMR,674,San Marino,EUR,Europa,PAIS_SOBERANO,SI,60.0,2023.0,33599.0,33719.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
STP,678,Sao Tome and Principe,AFR,África,PAIS_SOBERANO,SI,960.0,2023.0,240263.0,365120.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SAU,682,Saudi Arabia,MDE,Oriente Medio,PAIS_SOBERANO,SI,2149690.0,2023.0,34566327.0,47693912.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SEN,686,Senegal,AFR,África,PAIS_SOBERANO,SI,192530.0,2023.0,18931969.0,30364953.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SRB,688,Serbia,EUR,Europa,PAIS_SOBERANO,SI,84090.0,2023.0,6689038.0,5532862.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SYC,690,Seychelles,AFR,África,PAIS_SOBERANO,SI,460.0,2023.0,132796.0,141756.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SLE,694,Sierra Leone,AFR,África,PAIS_SOBERANO,SI,72180.0,2023.0,8819796.0,12948331.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SGP,702,Singapore,APC,Asia-Pacífico,PAIS_SOBERANO,SI,718.0,2023.0,5870749.0,6081693.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SVK,703,Slovakia,EUR,Europa,PAIS_SOBERANO,SI,48080.0,2023.0,5474874.0,4936493.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
VNM,704,Vietnam,APC,Asia-Pacífico,PAIS_SOBERANO,SI,313429.0,2023.0,101598530.0,110008911.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SVN,705,Slovenia,EUR,Europa,PAIS_SOBERANO,SI,20134.5,2023.0,2117070.0,1981554.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SOM,706,Somalia,AFR,África,PAIS_SOBERANO,SI,627340.0,2023.0,19654743.0,37206509.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
ZAF,710,South Africa,AFR,África,PAIS_SOBERANO,SI,1213090.0,2023.0,64747319.0,79177332.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
ZWE,716,Zimbabwe,AFR,África,PAIS_SOBERANO,SI,386850.0,2023.0,16950798.0,25866386.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
ESP,724,Spain,EUR,Europa,PAIS_SOBERANO,SI,499697.4,2023.0,47889960.0,44928562.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SSD,728,South Sudan,AFR,África,PAIS_SOBERANO,SI,631930.0,2023.0,12188798.0,18341975.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SDN,729,Sudan,AFR,África,PAIS_SOBERANO,SI,1868000.0,2023.0,51662149.0,85206382.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
ESH,732,Western Sahara,AFR,África,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,266000.0,2023.0,600913.0,777321.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SUR,740,Suriname,SAM,Sudamérica,PAIS_SOBERANO,SI,160507.61,2023.0,639860.0,733907.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SJM,744,Svalbard and Jan Mayen,EUR,Europa,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,,,,,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",REVISAR,
SWZ,748,Esuatini,AFR,África,PAIS_SOBERANO,SI,17200.0,2023.0,1256178.0,1505338.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SWE,752,Sweden,EUR,Europa,PAIS_SOBERANO,SI,407270.0,2023.0,10656636.0,11309632.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
CHE,756,Switzerland,EUR,Europa,PAIS_SOBERANO,SI,39509.63,2023.0,8967413.0,9342590.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
SYR,760,Siria,MDE,Oriente Medio,PAIS_SOBERANO,SI,183630.0,2023.0,25620419.0,37793375.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TJK,762,Tajikistan,RUE,Rusia y Eurasia postsoviética,PAIS_SOBERANO,SI,138790.0,2023.0,10786738.0,15574648.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
THA,764,Thailand,APC,Asia-Pacífico,PAIS_SOBERANO,SI,510890.0,2023.0,71619866.0,66382731.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TGO,768,Togo,AFR,África,PAIS_SOBERANO,SI,54390.0,2023.0,8591630.0,13960022.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TKL,772,Tokelau,APC,Asia-Pacífico,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,10.0,2023.0,2632.0,3844.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TON,776,Tonga,APC,Asia-Pacífico,PAIS_SOBERANO,SI,720.0,2023.0,103759.0,105205.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TTO,780,Trinidad and Tobago,NAC,Norteamérica y Caribe,PAIS_SOBERANO,SI,5130.0,2023.0,1511164.0,1399799.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
ARE,784,United Arab Emirates,MDE,Oriente Medio,PAIS_SOBERANO,SI,71020.0,2023.0,11346006.0,15367397.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TUN,788,Tunisia,AFR,África,PAIS_SOBERANO,SI,155360.0,2023.0,12348576.0,13145140.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TUR,792,Turquía,MDE,Oriente Medio,PAIS_SOBERANO,SI,769630.0,2023.0,87685427.0,91258068.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TKM,795,Turkmenistan,RUE,Rusia y Eurasia postsoviética,PAIS_SOBERANO,SI,469930.0,2023.0,7618852.0,9639706.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TCA,796,Turks and Caicos Islands,NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,950.0,2023.0,46880.0,51013.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TUV,798,Tuvalu,APC,Asia-Pacífico,PAIS_SOBERANO,SI,30.0,2023.0,9516.0,9802.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
UGA,800,Uganda,AFR,África,PAIS_SOBERANO,SI,200520.0,2023.0,51384893.0,85431201.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
UKR,804,Ukraine,EUR,Europa,PAIS_SOBERANO,SI,579400.0,2023.0,38980380.0,31990136.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
MKD,807,North Macedonia,EUR,Europa,PAIS_SOBERANO,SI,25220.0,2023.0,1813792.0,1512685.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
EGY,818,Egypt,AFR,África,PAIS_SOBERANO,SI,995450.0,2023.0,118365995.0,161630196.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
GBR,826,Reino Unido,EUR,Europa,PAIS_SOBERANO,SI,241930.0,2023.0,69551334.0,75504685.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
GGY,831,Guernsey,EUR,Europa,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,,,64498.0,62823.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",REVISAR,
JEY,832,Jersey,EUR,Europa,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,,,104002.0,104780.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",REVISAR,
IMN,833,Isle of Man,EUR,Europa,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,570.0,2023.0,84135.0,77990.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
TZA,834,Tanzania,AFR,África,PAIS_SOBERANO,SI,885800.0,2023.0,70545863.0,129621091.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
USA,840,Estados Unidos,NAC,Norteamérica y Caribe,PAIS_SOBERANO,SI,9147420.0,2023.0,347275809.0,380846905.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
VIR,850,"Virgin Islands, U.S.",NAC,Norteamérica y Caribe,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,350.0,2023.0,84151.0,71244.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
BFA,854,Burkina Faso,AFR,África,PAIS_SOBERANO,SI,273600.0,2023.0,24074582.0,37304387.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
URY,858,Uruguay,SAM,Sudamérica,PAIS_SOBERANO,SI,175020.0,2023.0,3384686.0,3254355.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
UZB,860,Uzbekistan,RUE,Rusia y Eurasia postsoviética,PAIS_SOBERANO,SI,440650.0,2023.0,37053428.0,52210751.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
VEN,862,Venezuela,SAM,Sudamérica,PAIS_SOBERANO,SI,882050.0,2023.0,28516900.0,31094887.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
WLF,876,Wallis and Futuna,APC,Asia-Pacífico,TERRITORIO_DEPENDIENTE,SEGUN_FUENTE,142.0,2023.0,11222.0,10171.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
WSM,882,Samoa,APC,Asia-Pacífico,PAIS_SOBERANO,SI,2780.0,2023.0,219315.0,272728.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
YEM,887,Yemen,MDE,Oriente Medio,PAIS_SOBERANO,SI,527970.0,2023.0,41773881.0,70976407.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
ZMB,894,Zambia,AFR,África,PAIS_SOBERANO,SI,743390.0,2023.0,21913878.0,38083384.0,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",OK,
XKX,,Kosovo,EUR,Europa,ENTIDAD_ESTADISTICA,SEGUN_FUENTE,,,,,,"FAOSTAT 2025, processed by Our World in Data","UN WPP 2024, processed by Our World in Data",REVISAR,
