codigo_iso3,codigo_m49,pais,area_codigo,idh,anio_idh,gini,anio_gini,esperanza_vida,anio_esperanza_vida,fuente_idh,fuente_gini,fuente_esperanza_vida,estado_revision,observaciones
GIB,292,Gibraltar,EUR,,,,,83.553,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
KIR,296,Kiribati,APC,0.628,2022.0,24.7,2023.0,66.473,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
GRC,300,Greece,EUR,0.893,2022.0,33.4,2023.0,81.7365853658537,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
GRL,304,Greenland,NAC,,,,,70.9724390243902,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
GRD,308,Grenada,NAC,0.793,2022.0,43.8,2018.0,75.205,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
GLP,312,Guadeloupe,NAC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
GUM,316,Guam,APC,,,,,77.209,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
GTM,320,Guatemala,NAC,0.629,2022.0,45.2,2023.0,72.602,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
GIN,324,Guinea,AFR,0.471,2022.0,29.6,2018.0,60.74,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
GUY,328,Guyana,SAM,0.742,2022.0,,,70.18,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
HTI,332,Haiti,NAC,0.552,2022.0,,,64.936,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
VAT,336,Holy See (Vatican City State),EUR,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
HND,340,Honduras,NAC,0.624,2022.0,45.7,2024.0,72.884,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
HKG,344,Hong Kong,CHN,0.956,2022.0,,,85.2473170731707,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP. HKG tratado separado de CHN.
HUN,348,Hungary,EUR,0.851,2022.0,30.6,2017.0,76.5707317073171,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
ISL,352,Iceland,EUR,0.959,2022.0,26.8,2019.0,82.4560975609756,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
IND,356,India,SAI,0.644,2022.0,25.5,2022.0,72.003,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
IDN,360,Indonesia,APC,0.713,2022.0,34.9,2024.0,71.146,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
IRN,364,Irán,MDE,0.78,2022.0,35.9,2023.0,77.654,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
IRQ,368,Iraq,MDE,0.673,2022.0,29.8,2023.0,72.324,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
IRL,372,Ireland,EUR,0.95,2022.0,29.0,2023.0,82.8073170731707,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
ISR,376,Israel,MDE,0.915,2022.0,38.3,2022.0,83.1951219512195,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
ITA,380,Italy,EUR,0.906,2022.0,34.3,2023.0,83.3512195121951,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
CIV,384,Côte d'Ivoire,AFR,0.534,2022.0,35.3,2021.0,61.944,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
JAM,388,Jamaica,NAC,0.706,2022.0,39.9,2021.0,71.479,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
JPN,392,Japan,APC,0.92,2022.0,32.3,2020.0,84.0412195121951,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
KAZ,398,Kazakhstan,RUE,0.802,2022.0,29.2,2021.0,74.402,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
JOR,400,Jordan,MDE,0.736,2022.0,,,77.814,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
KEN,404,Kenya,AFR,0.601,2022.0,38.5,2022.0,63.646,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
PRK,408,Corea del Norte,APC,,2022.0,,,73.642,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
KOR,410,Corea del Sur,APC,0.929,2022.0,32.9,2021.0,83.4292682926829,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
KWT,414,Kuwait,MDE,0.847,2022.0,,,83.1878048780488,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
KGZ,417,Kyrgyzstan,RUE,0.701,2022.0,27.5,2024.0,72.2487804878049,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
LAO,418,Lao People's Democratic Republic,APC,0.62,2022.0,34.7,2024.0,68.964,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
LBN,422,Lebanon,MDE,0.723,2022.0,35.5,2022.0,77.817,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
LSO,426,Lesotho,AFR,0.521,2022.0,44.9,2017.0,57.375,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
LVA,428,Latvia,EUR,0.879,2022.0,34.0,2023.0,75.4268292682927,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
LBR,430,Liberia,AFR,0.487,2022.0,35.3,2016.0,62.163,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
LBY,434,Libya,AFR,0.746,2022.0,,,69.339,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
LIE,438,Liechtenstein,EUR,0.942,2022.0,,,84.5951219512195,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
LTU,440,Lithuania,EUR,0.879,2022.0,36.0,2023.0,77.290243902439,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
LUX,442,Luxembourg,EUR,0.927,2022.0,33.6,2023.0,83.309756097561,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MAC,446,Macao,CHN,,,,,83.1804878048781,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. MAC tratado separado de CHN.
MDG,450,Madagascar,AFR,0.487,2022.0,36.8,2021.0,63.632,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MWI,454,Malawi,AFR,0.508,2022.0,38.5,2019.0,67.353,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MYS,458,Malaysia,APC,0.807,2022.0,40.7,2021.0,76.657,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MDV,462,Maldives,SAI,0.762,2022.0,29.3,2019.0,81.041,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MLI,466,Mali,AFR,0.41,2022.0,35.7,2021.0,60.439,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MLT,470,Malta,EUR,0.915,2022.0,31.8,2023.0,83.3560975609756,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MTQ,474,Martinique,NAC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
MRT,478,Mauritania,AFR,0.54,2022.0,32.0,2019.0,68.484,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MUS,480,Mauritius,AFR,0.796,2022.0,36.8,2017.0,73.4121951219512,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
MEX,484,Mexico,NAC,0.781,2022.0,42.6,2024.0,75.069,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MCO,492,Monaco,EUR,,2022.0,,,86.372,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
MNG,496,Mongolia,APC,0.741,2022.0,31.4,2022.0,72.1224390243902,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MDA,498,Moldavia,EUR,0.763,2022.0,26.8,2023.0,71.198,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MNE,499,Montenegro,EUR,0.844,2022.0,34.3,2021.0,77.5878048780488,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MSR,500,Montserrat,NAC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
MAR,504,Morocco,AFR,0.698,2022.0,,,75.313,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
MOZ,508,Mozambique,AFR,0.461,2022.0,49.6,2022.0,63.611,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
OMN,512,Oman,MDE,0.819,2022.0,,,80.031,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
NAM,516,Namibia,AFR,0.61,2022.0,59.1,2015.0,67.385,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
NRU,520,Nauru,APC,0.696,2022.0,,,62.109,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
NPL,524,Nepal,SAI,0.601,2022.0,30.0,2022.0,70.354,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
NLD,528,Netherlands,EUR,0.946,2022.0,25.7,2021.0,81.8634146341464,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
CUW,531,Curaçao,NAC,,,,,76.8,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
ABW,533,Aruba,NAC,,,,,76.353,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
SXM,534,Sint Maarten (Dutch part),NAC,,,,,76.371,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
BES,535,"Bonaire, Sint Eustatius and Saba",NAC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
NCL,540,New Caledonia,APC,,,,,78.766,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
VUT,548,Vanuatu,APC,0.614,2022.0,32.3,2019.0,71.477,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
NZL,554,New Zealand,APC,0.939,2022.0,,,81.7585365853659,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
NIC,558,Nicaragua,NAC,0.669,2022.0,,,74.947,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
NER,562,Niger,AFR,0.394,2022.0,32.9,2021.0,61.183,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
NGA,566,Nigeria,AFR,0.548,2022.0,33.9,2022.0,54.462,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
NIU,570,Niue,APC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
NFK,574,Norfolk Island,APC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
NOR,578,Norway,EUR,0.966,2022.0,26.5,2023.0,83.0121951219512,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MNP,580,Northern Mariana Islands,APC,,,,,78.808,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
FSM,583,"Micronesia, Federated States of",APC,0.634,2022.0,,,67.198,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
MHL,584,Marshall Islands,APC,0.731,2022.0,35.5,2019.0,66.945,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
PLW,585,Palau,APC,0.797,2022.0,,,69.269,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
