codigo_iso3,codigo_m49,pais,area_codigo,idh,anio_idh,gini,anio_gini,esperanza_vida,anio_esperanza_vida,fuente_idh,fuente_gini,fuente_esperanza_vida,estado_revision,observaciones
PAK,586,Pakistan,SAI,0.54,2022.0,33.5,2024.0,67.649,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
PAN,591,Panama,NAC,0.82,2022.0,49.7,2024.0,79.594,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
PNG,598,Papua New Guinea,APC,0.568,2022.0,,,66.134,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
PRY,600,Paraguay,SAM,0.731,2022.0,44.2,2024.0,73.844,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
PER,604,Peru,SAM,0.762,2022.0,40.1,2024.0,77.74,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
PHL,608,Philippines,APC,0.71,2022.0,39.3,2023.0,69.833,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
PCN,612,Pitcairn,APC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
POL,616,Poland,EUR,0.881,2022.0,28.5,2023.0,78.2585365853659,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
PRT,620,Portugal,EUR,0.874,2022.0,33.9,2023.0,82.3292682926829,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
GNB,624,Guinea-Bissau,AFR,0.483,2022.0,33.4,2021.0,64.085,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
TLS,626,Timor Oriental,APC,0.566,2022.0,,,67.689,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
PRI,630,Puerto Rico,NAC,,,,,81.69,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
QAT,634,Qatar,MDE,0.875,2022.0,35.1,2017.0,82.368,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
REU,638,Réunion,AFR,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
ROU,642,Romania,EUR,0.827,2022.0,29.8,2023.0,76.4048780487805,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
RUS,643,Rusia,RUE,0.821,2022.0,33.0,2023.0,73.2546341463415,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
RWA,646,Rwanda,AFR,0.548,2022.0,39.4,2023.0,67.785,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
BLM,652,Saint Barthélemy,NAC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
SHN,654,"Saint Helena, Ascension and Tristan da Cunha",AFR,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
KNA,659,Saint Kitts and Nevis,NAC,0.838,2022.0,,,72.145,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
AIA,660,Anguilla,NAC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
LCA,662,Saint Lucia,NAC,0.725,2022.0,43.7,2015.0,72.697,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
MAF,663,Saint Martin (French part),NAC,,,,,80.224,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
SPM,666,Saint Pierre and Miquelon,NAC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
VCT,670,Saint Vincent and the Grenadines,NAC,0.772,2022.0,,,71.23,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
SMR,674,San Marino,EUR,0.867,2022.0,,,85.706,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
STP,678,Sao Tome and Principe,AFR,0.613,2022.0,40.7,2017.0,69.718,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
SAU,682,Saudi Arabia,MDE,0.875,2022.0,,,78.732,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
SEN,686,Senegal,AFR,0.517,2022.0,36.2,2021.0,68.683,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
SRB,688,Serbia,EUR,0.805,2022.0,32.8,2023.0,76.1414634146341,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. SRB revisado expresamente junto con XKX.
SYC,690,Seychelles,AFR,0.802,2022.0,32.1,2018.0,75.419512195122,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
SLE,694,Sierra Leone,AFR,0.458,2022.0,35.7,2018.0,61.786,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
SGP,702,Singapore,APC,0.949,2022.0,,,83.0975609756098,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
SVK,703,Slovakia,EUR,0.855,2022.0,23.8,2023.0,78.119512195122,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
VNM,704,Vietnam,APC,0.726,2022.0,36.1,2022.0,74.588,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
SVN,705,Slovenia,EUR,0.926,2022.0,24.7,2023.0,81.9292682926829,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
SOM,706,Somalia,AFR,0.38,2022.0,,,58.816,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
ZAF,710,South Africa,AFR,0.717,2022.0,54.1,2022.0,66.139,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
ZWE,716,Zimbabwe,AFR,0.55,2022.0,50.3,2019.0,62.775,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
ESP,724,Spain,EUR,0.911,2022.0,33.4,2023.0,83.9341463414634,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
SSD,728,South Sudan,AFR,0.381,2022.0,44.0,2016.0,57.617,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
SDN,729,Sudan,AFR,0.516,2022.0,,,66.331,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
ESH,732,Western Sahara,AFR,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
SUR,740,Suriname,SAM,0.69,2022.0,39.2,2022.0,73.631,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
SJM,744,Svalbard and Jan Mayen,EUR,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
SWZ,748,Esuatini,AFR,0.61,2022.0,54.6,2016.0,64.123,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
SWE,752,Sweden,EUR,0.952,2022.0,29.3,2023.0,83.309756097561,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
CHE,756,Switzerland,EUR,0.967,2022.0,33.8,2022.0,84.1560975609756,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
SYR,760,Siria,MDE,0.557,2022.0,26.4,2022.0,72.12,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
TJK,762,Tajikistan,RUE,0.679,2022.0,36.1,2024.0,71.79,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
THA,764,Thailand,APC,0.803,2022.0,33.3,2024.0,76.412,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
TGO,768,Togo,AFR,0.547,2022.0,37.9,2021.0,62.74,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
TKL,772,Tokelau,APC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
TON,776,Tonga,APC,0.739,2022.0,27.1,2021.0,72.895,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
TTO,780,Trinidad and Tobago,NAC,0.814,2022.0,,,73.49,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
ARE,784,United Arab Emirates,MDE,0.937,2022.0,26.4,2018.0,82.909,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
TUN,788,Tunisia,AFR,0.732,2022.0,33.7,2021.0,76.508,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
TUR,792,Turquía,MDE,0.855,2022.0,43.7,2023.0,77.156,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
TKM,795,Turkmenistan,RUE,0.744,2022.0,,,70.073,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
TCA,796,Turks and Caicos Islands,NAC,,,,,78.008,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
TUV,798,Tuvalu,APC,0.653,2022.0,,,67.105,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
UGA,800,Uganda,AFR,0.55,2022.0,42.7,2019.0,68.252,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
UKR,804,Ukraine,EUR,0.734,2022.0,25.6,2020.0,73.422,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
MKD,807,North Macedonia,EUR,0.765,2022.0,33.5,2019.0,75.3160975609756,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
EGY,818,Egypt,AFR,0.728,2022.0,28.5,2021.0,71.633,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
GBR,826,Reino Unido,EUR,0.94,2022.0,32.4,2021.0,81.2380975609756,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
GGY,831,Guernsey,EUR,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
JEY,832,Jersey,EUR,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
IMN,833,Isle of Man,EUR,,,,,80.999,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
TZA,834,Tanzania,AFR,0.532,2022.0,40.5,2018.0,66.995,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Gini seleccionado en 2015-2018 (antiguo).
USA,840,Estados Unidos,NAC,0.927,2022.0,41.8,2024.0,78.3853658536585,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
VIR,850,"Virgin Islands, U.S.",NAC,,,,,80.519512195122,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP.
BFA,854,Burkina Faso,AFR,0.438,2022.0,37.4,2021.0,61.092,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
URY,858,Uruguay,SAM,0.83,2022.0,40.0,2024.0,78.138,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
UZB,860,Uzbekistan,RUE,0.727,2022.0,34.6,2024.0,72.388,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
VEN,862,Venezuela,SAM,0.699,2022.0,,,72.514,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
WLF,876,Wallis and Futuna,APC,,,,,,,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. Sin Gini 2015-2024 usable en WDI/PIP. Sin esperanza de vida 2023/2022 usable en WDI.
WSM,882,Samoa,APC,0.702,2022.0,,,71.698,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
YEM,887,Yemen,MDE,0.424,2022.0,,,69.295,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion. Sin Gini 2015-2024 usable en WDI/PIP.
ZMB,894,Zambia,AFR,0.569,2022.0,51.5,2022.0,66.349,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,OK,IDH en ultimo anio oficial disponible (2022) por ausencia de 2023 en esta extraccion.
XKX,,Kosovo,EUR,,,38.3,2022.0,78.033,2023.0,PNUD Human Development Reports,Banco Mundial - Poverty and Inequality Platform,Banco Mundial - World Development Indicators,REVISAR,Entidad SEGUN_FUENTE; sin imputacion si la fuente no publica valor separado. Sin IDH disponible en la serie oficial PNUD usada para esta entidad. XKX revisado expresamente; mantener separado de SRB sin duplicidad.
