codigo_iso3,codigo_m49,pais,area_codigo,gasto_militar_usd,gasto_militar_pct_pib,anio_gasto,fuente_gasto,estado_revision,observaciones
MAC,446,Macao,CHN,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
MDG,450,Madagascar,AFR,119676668.15152624,0.006188718289447978,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MWI,454,Malawi,AFR,162819193.4042492,0.011454969663418304,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MYS,458,Malaysia,APC,4933177367.160248,0.010360232333830478,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MDV,462,Maldives,SAI,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
MLI,466,Mali,AFR,952899497.8331155,0.038741279168859825,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MLT,470,Malta,EUR,124657626.96568373,0.004488288390428941,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MTQ,474,Martinique,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
MRT,478,Mauritania,AFR,321759024.9932787,0.027484162249529907,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MUS,480,Mauritius,AFR,23839838.912924312,0.0014553642153844236,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MEX,484,Mexico,NAC,13647711360.169912,0.007368094923746284,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MCO,492,Monaco,EUR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
MNG,496,Mongolia,APC,221316703.29112354,0.008826504651376375,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MDA,498,Moldavia,EUR,113287334.34316091,0.005603007679420097,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MNE,499,Montenegro,EUR,176544908.96374342,0.01889984443151503,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MSR,500,Montserrat,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
MAR,504,Morocco,AFR,6330727244.328332,0.035431055025931676,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MOZ,508,Mozambique,AFR,468062039.7932007,0.018654788323732446,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
OMN,512,Oman,MDE,5988296488.946684,0.05682376091700867,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
NAM,516,Namibia,AFR,410522284.1614994,0.027663322168259792,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
NRU,520,Nauru,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
NPL,524,Nepal,SAI,428290814.1303412,0.009657444785825284,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
NLD,528,Netherlands,EUR,28944340410.17079,0.021945445152637934,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
CUW,531,Curaçao,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
ABW,533,Aruba,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
SXM,534,Sint Maarten (Dutch part),NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
BES,535,"Bonaire, Sint Eustatius and Saba",NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
NCL,540,New Caledonia,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
VUT,548,Vanuatu,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
NZL,554,New Zealand,APC,2855732604.4604692,0.011022496023962065,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
NIC,558,Nicaragua,NAC,116367344.16423084,0.0056480290286382824,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
NER,562,Niger,AFR,488890417.555204,0.021357835044651524,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
NGA,566,Nigeria,AFR,2101677527.9642794,0.009094449270720074,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
NIU,570,Niue,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
NFK,574,Norfolk Island,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
NOR,578,Norway,EUR,17033643852.490572,0.032784814370343564,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MNP,580,Northern Mariana Islands,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
FSM,583,"Micronesia, Federated States of",APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
MHL,584,Marshall Islands,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
PLW,585,Palau,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
PAK,586,Pakistan,SAI,11871380866.105368,0.029136125148539926,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
PAN,591,Panama,NAC,0.0,0.0,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
PNG,598,Papua New Guinea,APC,106480682.7655668,0.0035026033136118665,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
PRY,600,Paraguay,SAM,421095331.4693742,0.008755943179888046,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
PER,604,Peru,SAM,2596241408.393085,0.008124447472562586,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
PHL,608,Philippines,APC,6378758229.620545,0.01295336952280744,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
PCN,612,Pitcairn,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
POL,616,Poland,EUR,46760133894.597916,0.044969375748071326,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
PRT,620,Portugal,EUR,5861290977.596282,0.017112082110627345,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
GNB,624,Guinea-Bissau,AFR,22360184.357157595,0.008870465553036184,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
TLS,626,Timor Oriental,APC,47916000.0,0.02254870588235294,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
PRI,630,Puerto Rico,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
QAT,634,Qatar,MDE,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
REU,638,Réunion,AFR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
ROU,642,Romania,EUR,9725350362.953861,0.02281166438721189,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
RUS,643,Rusia,RUE,190416640325.2106,0.07501484654936362,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,RUS asignado exclusivamente a RUE.
RWA,646,Rwanda,AFR,191192499.02185458,0.012862046757969887,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
BLM,652,Saint Barthélemy,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
SHN,654,"Saint Helena, Ascension and Tristan da Cunha",AFR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
KNA,659,Saint Kitts and Nevis,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
AIA,660,Anguilla,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
LCA,662,Saint Lucia,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
MAF,663,Saint Martin (French part),NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
SPM,666,Saint Pierre and Miquelon,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
VCT,670,Saint Vincent and the Grenadines,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
SMR,674,San Marino,EUR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
STP,678,Sao Tome and Principe,AFR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
SAU,682,Saudi Arabia,MDE,83181333333.33333,0.06482319949446061,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SEN,686,Senegal,AFR,566873602.7515048,0.015554365077066411,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SRB,688,Serbia,EUR,2781295696.285387,0.027553912788627778,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SYC,690,Seychelles,AFR,28380338.884222656,0.012443069628920844,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SLE,694,Sierra Leone,AFR,32182766.10896686,0.0037026571772029063,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SGP,702,Singapore,APC,17438486492.276382,0.030462464248483066,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SVK,703,Slovakia,EUR,3118330513.254371,0.020319797041979115,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
VNM,704,Vietnam,APC,10487302148.867115,0.02153801933360168,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SVN,705,Slovenia,EUR,1221658206.42978,0.015441648249803949,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SOM,706,Somalia,AFR,199468000.0,0.015410074165636589,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
ZAF,710,South Africa,AFR,3173874329.7418494,0.007373520085170768,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
ZWE,716,Zimbabwe,AFR,159639292.7063351,0.005646127356810411,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
ESP,724,Spain,EUR,40211754089.114494,0.02128921138284213,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SSD,728,South Sudan,AFR,178422465.6947426,0.03424746568970281,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SDN,729,Sudan,AFR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
ESH,732,Western Sahara,AFR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
SUR,740,Suriname,SAM,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
SJM,744,Svalbard and Jan Mayen,EUR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
SWZ,748,Esuatini,AFR,93361425.00097848,0.016021843061389714,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SWE,752,Sweden,EUR,16473477206.496712,0.024711848495400413,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
CHE,756,Switzerland,EUR,7591405901.0693865,0.007569245382939775,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
SYR,760,Siria,MDE,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
TJK,762,Tajikistan,RUE,246931888.3215365,0.014735834768823543,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
THA,764,Thailand,APC,5983978404.684055,0.010376759596338476,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
TGO,768,Togo,AFR,204947549.4411006,0.01873993929415102,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
TKL,772,Tokelau,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
TON,776,Tonga,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
TTO,780,Trinidad and Tobago,NAC,229899160.50605452,0.009393365273659585,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
ARE,784,United Arab Emirates,MDE,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
TUN,788,Tunisia,AFR,1484859113.7612534,0.024949611547812552,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
TUR,792,Turquía,MDE,29986711540.60079,0.0190825227714357,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
TKM,795,Turkmenistan,RUE,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
TCA,796,Turks and Caicos Islands,NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
TUV,798,Tuvalu,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
UGA,800,Uganda,AFR,1296994464.2173004,0.019571287799143737,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
UKR,804,Ukraine,EUR,84109045741.85442,0.39561018358008804,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
MKD,807,North Macedonia,EUR,374751246.9719014,0.019664112754277915,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
EGY,818,Egypt,AFR,2501747815.2309613,0.006055802166128685,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
GBR,826,Reino Unido,EUR,88977496940.39256,0.02353264154125178,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
GGY,831,Guernsey,EUR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
JEY,832,Jersey,EUR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
IMN,833,Isle of Man,EUR,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
TZA,834,Tanzania,AFR,1030461758.3207084,0.011567162118438742,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
USA,840,Estados Unidos,NAC,954387000000.0,0.031173079810605936,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,USA asignado exclusivamente a NAC.
VIR,850,"Virgin Islands, U.S.",NAC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
BFA,854,Burkina Faso,AFR,891556029.4421132,0.03300299356452818,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
URY,858,Uruguay,SAM,1954316864.68679,0.02284444197592897,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
UZB,860,Uzbekistan,RUE,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
VEN,862,Venezuela,SAM,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
WLF,876,Wallis and Futuna,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. Sin dato SIPRI usable para 2025/2024 en esta entidad.
WSM,882,Samoa,APC,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
YEM,887,Yemen,MDE,,,,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",AUSENTE,Sin dato SIPRI usable para 2025/2024 en esta entidad.
ZMB,894,Zambia,AFR,405858785.2056163,0.012601679088743102,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,
XKX,,Kosovo,EUR,234500146.6507231,0.01852817265223786,2025.0,"SIPRI Military Expenditure Database, edición abril 2026 (v1.2), año 2025",OK_2025,Entidad SEGUN_FUENTE; no imputar cero si SIPRI no publica valor separado. XKX revisado expresamente; mantener sin duplicidad con SRB.
